,suite_id,sample_id,code,value,character
12996,99,6,7,6,六
9194,26,4,4,3,三
8788,8,8,3,2,二
3195,26,5,13,13,千
3841,85,10,13,13,千
2053,13,3,12,12,百
11851,86,10,6,5,五
5292,35,2,15,15,亿
14730,75,1,9,8,八
11232,3,2,6,5,五
6122,2,2,1,0,零
7918,91,8,2,1,一
622,65,2,10,9,九
2212,28,2,12,12,百
13341,4,10,8,7,七
14950,95,1,9,8,八
7198,26,8,2,1,一
4088,16,8,14,14,万
11810,82,1,6,5,五
1176,24,6,11,10,十
3140,21,1,13,13,千
10566,6,6,5,4,四
4170,24,1,14,14,万
9335,39,5,4,3,三
1398,44,8,11,10,十
1203,27,3,11,10,十
9847,85,7,4,3,三
6882,89,2,1,0,零
13792,80,2,8,7,七
4653,68,3,14,14,万
4858,86,8,14,14,万
2533,57,3,12,12,百
11699,71,9,6,5,五
14834,84,4,9,8,八
10651,68,10,5,4,四
8290,35,1,3,2,二
11321,38,10,6,5,五
4351,40,10,14,14,万
9646,67,6,4,3,三
3981,98,10,13,13,千
5579,60,9,15,15,亿
1133,20,3,11,10,十
10844,85,4,5,4,四
2756,77,6,12,12,百
6748,76,8,1,0,零
14072,15,2,9,8,八
6596,62,6,1,0,零
422,47,2,10,9,九
10386,43,6,5,4,四
1042,12,2,11,10,十
6725,74,5,1,0,零
14754,77,4,9,8,八
9332,39,2,4,3,三
7473,51,3,2,1,一
9769,78,9,4,3,三
14235,3,5,9,8,八
13364,41,4,8,7,七
14542,58,2,9,8,八
11360,41,1,6,5,五
3376,42,6,13,13,千
13972,97,2,8,7,七
12612,64,2,7,6,六
12343,4,3,7,6,六
8704,72,4,3,2,二
11688,70,8,6,5,五
2890,9,1,12,12,百
14638,66,8,9,8,八
394,44,4,10,9,九
9136,20,6,4,3,三
4475,51,5,14,14,万
85,16,5,10,9,九
8147,21,7,3,2,二
9375,42,5,4,3,三
2223,29,3,12,12,百
2623,65,3,12,12,百
342,4,2,10,9,九
9813,82,3,4,3,三
6616,64,6,1,0,零
614,64,4,10,9,九
3240,30,1,13,13,千
7266,32,6,2,1,一
3910,91,1,13,13,千
6908,90,8,1,0,零
7906,90,6,2,1,一
2972,97,2,12,12,百
10020,100,1,5,4,四
1833,84,3,11,10,十
8037,11,7,3,2,二
384,43,4,10,9,九
14803,81,3,9,8,八
617,64,7,10,9,九
5489,52,9,15,15,亿
11435,48,5,6,5,五
132,20,2,10,9,九
1721,74,10,11,10,十
7376,42,6,2,1,一
4389,43,9,14,14,万
14437,48,7,9,8,八
7010,10,1,2,1,一
12865,87,5,7,6,六
585,61,5,10,9,九
6413,46,3,1,0,零
12941,94,10,7,6,六
13183,25,3,8,7,七
4956,95,6,14,14,万
7077,15,7,2,1,一
7252,31,2,2,1,一
11355,40,5,6,5,五
2639,66,9,12,12,百
847,85,7,10,9,九
11635,66,5,6,5,五
7362,41,2,2,1,一
7405,45,5,2,1,一
5585,61,5,15,15,亿
11274,33,4,6,5,五
2146,21,6,12,12,百
10288,34,8,5,4,四
5693,71,3,15,15,亿
12311,37,10,7,6,六
7343,4,3,2,1,一
5287,34,7,15,15,亿
11058,13,8,6,5,五
2055,13,5,12,12,百
3705,72,5,13,13,千
11302,36,2,6,5,五
11797,80,7,6,5,五
4238,3,8,14,14,万
2666,69,6,12,12,百
13875,88,5,8,7,七
5827,83,7,15,15,亿
11656,68,6,6,5,五
12292,35,2,7,6,六
14333,39,3,9,8,八
7183,25,3,2,1,一
9014,10,4,4,3,三
5373,42,3,15,15,亿
6166,23,6,1,0,零
8375,42,5,3,2,二
11589,61,9,6,5,五
5452,5,2,15,15,亿
2872,88,2,12,12,百
549,58,9,10,9,九
10859,86,9,5,4,四
14369,41,9,9,8,八
2075,15,5,12,12,百
4040,12,1,14,14,万
7653,68,3,2,1,一
13642,67,2,8,7,七
1791,80,10,11,10,十
5025,100,5,15,15,亿
1566,6,6,11,10,十
2734,75,4,12,12,百
2986,98,6,12,12,百
13872,88,2,8,7,七
11396,44,6,6,5,五
1900,90,1,11,10,十
11547,58,7,6,5,五
7060,14,1,2,1,一
7999,99,9,2,1,一
9321,38,10,4,3,三
11948,94,8,6,5,五
9165,23,5,4,3,三
5540,58,1,15,15,亿
4731,75,10,14,14,万
5644,67,4,15,15,亿
10812,82,2,5,4,四
2655,68,5,12,12,百
13979,97,9,8,7,七
7069,14,9,2,1,一
1422,47,2,11,10,十
8028,100,8,3,2,二
14836,84,6,9,8,八
2823,83,3,12,12,百
12235,3,5,7,6,六
11535,57,5,6,5,五
14688,70,8,9,8,八
4585,61,5,14,14,万
7558,59,8,2,1,一
9616,64,6,4,3,三
2271,33,10,12,12,百
5148,21,8,15,15,亿
14933,93,3,9,8,八
3578,60,8,13,13,千
263,32,3,10,9,九
1778,79,8,11,10,十
4910,91,1,14,14,万
10680,70,1,5,4,四
6317,37,7,1,0,零
771,79,10,10,9,九
14629,65,9,9,8,八
7698,71,8,2,1,一
10645,67,5,5,4,四
3200,27,1,13,13,千
11796,80,6,6,5,五
10201,27,10,5,4,四
13005,1,5,8,7,七
1601,63,10,11,10,十
12437,48,7,7,6,六
7143,21,3,2,1,一
1735,75,5,11,10,十
12051,13,10,7,6,六
2657,68,7,12,12,百
8348,4,8,3,2,二
11758,77,8,6,5,五
9562,6,2,4,3,三
5296,35,6,15,15,亿
5423,47,3,15,15,亿
6664,69,4,1,0,零
7068,14,8,2,1,一
13629,65,9,8,7,七
10579,60,9,5,4,四
14987,98,7,9,8,八
12962,96,2,7,6,六
13316,37,6,8,7,七
5523,56,3,15,15,亿
9494,53,4,4,3,三
11239,3,9,6,5,五
3177,24,7,13,13,千
12152,22,2,7,6,六
5814,82,4,15,15,亿
8431,48,10,3,2,二
456,5,6,10,9,九
12793,80,3,7,6,六
1257,31,7,11,10,十
1920,92,1,11,10,十
12237,3,7,7,6,六
5420,47,1,15,15,亿
6804,81,4,1,0,零
13159,22,9,8,7,七
4775,79,5,14,14,万
14564,6,4,9,8,八
6236,3,6,1,0,零
7607,63,7,2,1,一
3656,68,6,13,13,千
10628,65,8,5,4,四
7621,65,10,2,1,一
2250,31,1,12,12,百
11293,35,3,6,5,五
13330,39,1,8,7,七
5561,6,10,15,15,亿
7825,83,5,2,1,一
13545,58,5,8,7,七
9728,74,8,4,3,三
9229,29,9,4,3,三
1247,30,7,11,10,十
1644,67,4,11,10,十
1210,28,1,11,10,十
11427,47,7,6,5,五
14824,83,4,9,8,八
1353,40,3,11,10,十
3646,67,6,13,13,千
6533,57,3,1,0,零
9815,82,5,4,3,三
13819,82,9,8,7,七
341,4,10,10,9,九
267,32,7,10,9,九
13690,71,1,8,7,七
3594,62,4,13,13,千
10592,62,2,5,4,四
4347,4,7,14,14,万
10594,62,4,5,4,四
1330,39,1,11,10,十
4155,22,5,14,14,万
4406,45,6,14,14,万
6226,29,6,1,0,零
1066,14,6,11,10,十
13879,88,9,8,7,七
13549,58,9,8,7,七
9344,4,4,4,3,三
3753,77,3,13,13,千
14325,38,5,9,8,八
13079,15,9,8,7,七
13032,11,2,8,7,七
11712,73,2,6,5,五
3616,64,6,13,13,千
1995,99,5,11,10,十
508,54,8,10,9,九
7006,1,6,2,1,一
2036,11,6,12,12,百
49,12,9,10,9,九
14320,38,1,9,8,八
8057,13,7,3,2,二
8672,7,2,3,2,二
12229,29,9,7,6,六
13121,2,10,8,7,七
9066,14,6,4,3,三
7786,8,6,2,1,一
7852,86,2,2,1,一
12243,30,3,7,6,六
14458,5,8,9,8,八
13301,36,10,8,7,七
9343,4,3,4,3,三
8852,86,2,3,2,二
9554,59,4,4,3,三
14462,50,2,9,8,八
179,24,9,10,9,九
10181,25,10,5,4,四
38,11,8,10,9,九
7056,13,6,2,1,一
9868,87,8,4,3,三
6279,33,9,1,0,零
6080,16,1,1,0,零
65,14,5,10,9,九
10357,40,7,5,4,四
13194,26,4,8,7,七
5526,56,6,15,15,亿
10991,99,10,5,4,四
5762,78,2,15,15,亿
14737,75,7,9,8,八
11845,85,5,6,5,五
444,49,4,10,9,九
9770,79,1,4,3,三
2853,86,3,12,12,百
11980,98,1,6,5,五
2900,90,1,12,12,百
1797,80,7,11,10,十
8244,30,4,3,2,二
1536,57,6,11,10,十
3696,71,6,13,13,千
9288,34,8,4,3,三
7755,77,5,2,1,一
5257,31,7,15,15,亿
9314,37,4,4,3,三
6501,54,10,1,0,零
9578,60,8,4,3,三
9915,91,5,4,3,三
11428,47,8,6,5,五
6104,18,4,1,0,零
9602,63,2,4,3,三
3925,92,5,13,13,千
4518,55,8,14,14,万
5519,55,9,15,15,亿
12453,5,3,7,6,六
9353,40,3,4,3,三
667,69,7,10,9,九
8482,52,2,3,2,二
10504,54,4,5,4,四
6023,100,3,1,0,零
12119,19,9,7,6,六
6934,93,4,1,0,零
10649,67,9,5,4,四
2958,95,8,12,12,百
10054,13,4,5,4,四
14658,68,8,9,8,八
10090,17,1,5,4,四
4401,45,10,14,14,万
3184,25,4,13,13,千
11265,32,5,6,5,五
9018,10,8,4,3,三
8835,84,5,3,2,二
11313,37,3,6,5,五
5454,5,4,15,15,亿
895,9,5,10,9,九
6307,36,7,1,0,零
13991,99,10,8,7,七
2848,85,8,12,12,百
10585,61,5,5,4,四
12546,58,6,7,6,六
5800,81,1,15,15,亿
7749,76,9,2,1,一
13955,95,5,8,7,七
7277,33,7,2,1,一
825,83,5,10,9,九
4986,98,6,14,14,万
10647,67,7,5,4,四
1141,21,10,11,10,十
3986,98,6,13,13,千
5915,91,5,15,15,亿
12601,63,10,7,6,六
1850,86,1,11,10,十
12113,19,3,7,6,六
4162,23,2,14,14,万
5284,34,4,15,15,亿
6739,75,9,1,0,零
8462,50,2,3,2,二
14076,15,6,9,8,八
5496,53,6,15,15,亿
11516,55,6,6,5,五
14334,39,4,9,8,八
5220,29,1,15,15,亿
13786,8,6,8,7,七
7674,7,4,2,1,一
13228,29,8,8,7,七
921,92,10,10,9,九
878,88,8,10,9,九
1482,52,2,11,10,十
1123,2,3,11,10,十
1374,42,4,11,10,十
10721,74,10,5,4,四
3464,50,4,13,13,千
87,16,7,10,9,九
8541,58,10,3,2,二
1469,50,9,11,10,十
7479,51,9,2,1,一
1944,94,4,11,10,十
8328,38,8,3,2,二
8783,8,3,3,2,二
14488,52,8,9,8,八
143,21,3,10,9,九
7433,48,3,2,1,一
5581,61,10,15,15,亿
8737,75,7,3,2,二
13685,70,5,8,7,七
4001,1,10,14,14,万
5378,42,8,15,15,亿
1195,26,5,11,10,十
14419,46,9,9,8,八
6042,12,2,1,0,零
12803,81,3,7,6,六
9417,46,7,4,3,三
1285,34,5,11,10,十
7054,13,4,2,1,一
13765,78,5,8,7,七
1866,87,6,11,10,十
4476,51,6,14,14,万
11664,69,4,6,5,五
14046,12,6,9,8,八
4226,29,6,14,14,万
6665,69,5,1,0,零
935,93,5,10,9,九
8488,52,8,3,2,二
2434,48,4,12,12,百
13098,17,8,8,7,七
1804,81,4,11,10,十
8542,58,2,3,2,二
12810,82,1,7,6,六
1044,12,4,11,10,十
4434,48,4,14,14,万
738,75,8,10,9,九
10827,83,7,5,4,四
13200,27,1,8,7,七
13639,66,9,8,7,七
5832,84,2,15,15,亿
11626,65,6,6,5,五
13689,70,9,8,7,七
10063,14,3,5,4,四
1824,83,4,11,10,十
14052,13,2,9,8,八
4493,53,3,14,14,万
7821,83,10,2,1,一
13482,52,2,8,7,七
2268,32,8,12,12,百
6366,41,6,1,0,零
6914,91,4,1,0,零
3663,69,3,13,13,千
10840,85,1,5,4,四
2685,70,5,12,12,百
9648,67,8,4,3,三
10388,43,8,5,4,四
12530,57,1,7,6,六
9561,6,10,4,3,三
12177,24,7,7,6,六
2516,55,6,12,12,百
12495,53,5,7,6,六
1831,84,10,11,10,十
12348,4,8,7,6,六
7552,59,2,2,1,一
11352,40,2,6,5,五
5377,42,7,15,15,亿
11476,51,6,6,5,五
1033,11,3,11,10,十
6358,40,8,1,0,零
6680,70,1,1,0,零
8606,63,6,3,2,二
5582,61,2,15,15,亿
3153,22,3,13,13,千
9666,69,6,4,3,三
12937,93,7,7,6,六
8505,54,5,3,2,二
4846,85,6,14,14,万
11611,64,10,6,5,五
6427,47,7,1,0,零
7680,70,1,2,1,一
7037,11,7,2,1,一
7727,74,7,2,1,一
10235,3,5,5,4,四
4423,47,3,14,14,万
8862,87,2,3,2,二
4072,15,2,14,14,万
5716,73,6,15,15,亿
8884,89,4,3,2,二
4348,4,8,14,14,万
7530,57,1,2,1,一
6913,91,3,1,0,零
9261,32,10,4,3,三
10804,81,4,5,4,四
1166,23,6,11,10,十
1642,67,2,11,10,十
11344,4,4,6,5,五
13578,60,8,8,7,七
9132,20,2,4,3,三
13000,1,1,8,7,七
8766,78,6,3,2,二
2939,93,9,12,12,百
14643,67,3,9,8,八
4408,45,8,14,14,万
6458,5,8,1,0,零
10317,37,7,5,4,四
8601,63,10,3,2,二
4575,60,5,14,14,万
5360,41,1,15,15,亿
3613,64,3,13,13,千
7862,87,2,2,1,一
12277,33,7,7,6,六
627,65,7,10,9,九
2189,25,9,12,12,百
8848,85,8,3,2,二
11795,80,5,6,5,五
6712,73,2,1,0,零
12410,46,1,7,6,六
3348,4,8,13,13,千
831,84,10,10,9,九
4400,45,1,14,14,万
12476,51,6,7,6,六
4148,21,8,14,14,万
1974,97,4,11,10,十
281,34,10,10,9,九
10795,80,5,5,4,四
7572,60,2,2,1,一
3628,65,8,13,13,千
11461,50,10,6,5,五
12636,66,6,7,6,六
13295,35,5,8,7,七
2279,33,9,12,12,百
7071,15,10,2,1,一
9572,60,2,4,3,三
14164,23,4,9,8,八
11632,66,2,6,5,五
1332,39,2,11,10,十
10486,52,6,5,4,四
4656,68,6,14,14,万
529,56,9,10,9,九
11069,14,9,6,5,五
7331,39,10,2,1,一
5468,50,8,15,15,亿
8386,43,6,3,2,二
1456,5,6,11,10,十
5001,1,10,15,15,亿
1884,89,4,11,10,十
254,31,4,10,9,九
8289,34,9,3,2,二
14111,19,10,9,8,八
8414,46,4,3,2,二
317,37,7,10,9,九
2453,5,3,12,12,百
137,20,7,10,9,九
9949,94,9,4,3,三
3323,38,3,13,13,千
14283,34,3,9,8,八
11180,25,1,6,5,五
7227,29,7,2,1,一
5980,98,1,15,15,亿
3443,49,3,13,13,千
13442,49,2,8,7,七
1065,14,5,11,10,十
11359,40,9,6,5,五
6939,93,9,1,0,零
14679,7,9,9,8,八
6617,64,7,1,0,零
5521,56,10,15,15,亿
13266,32,6,8,7,七
9070,15,1,4,3,三
7534,57,4,2,1,一
11750,77,1,6,5,五
1189,25,9,11,10,十
12686,70,6,7,6,六
388,43,8,10,9,九
5429,47,9,15,15,亿
14461,50,10,9,8,八
4512,55,2,14,14,万
7088,16,8,2,1,一
10431,48,10,5,4,四
10684,70,4,5,4,四
12538,57,8,7,6,六
14623,65,3,9,8,八
2490,53,1,12,12,百
5513,55,3,15,15,亿
12971,97,10,7,6,六
6030,11,1,1,0,零
866,87,6,10,9,九
5905,90,5,15,15,亿
10885,89,5,5,4,四
10971,97,10,5,4,四
8539,57,9,3,2,二
4526,56,6,14,14,万
8011,10,10,3,2,二
14448,49,8,9,8,八
1084,16,4,11,10,十
1587,61,7,11,10,十
5690,71,1,15,15,亿
5601,63,10,15,15,亿
6711,73,10,1,0,零
1326,38,6,11,10,十
158,22,8,10,9,九
5004,1,4,15,15,亿
3806,81,6,13,13,千
216,28,6,10,9,九
12606,63,6,7,6,六
13456,5,6,8,7,七
3385,43,5,13,13,千
7269,32,9,2,1,一
3800,81,1,13,13,千
3766,78,6,13,13,千
13408,45,8,8,7,七
5226,29,6,15,15,亿
13687,70,7,8,7,七
2293,35,3,12,12,百
14007,1,7,9,8,八
10503,54,3,5,4,四
8607,63,7,3,2,二
3844,85,4,13,13,千
11297,35,7,6,5,五
8099,17,9,3,2,二
1759,77,9,11,10,十
3306,36,6,13,13,千
805,81,5,10,9,九
1336,39,6,11,10,十
7297,35,7,2,1,一
747,76,7,10,9,九
11406,45,6,6,5,五
8513,55,3,3,2,二
6210,28,1,1,0,零
11854,86,4,6,5,五
9361,41,10,4,3,三
13407,45,7,8,7,七
12252,31,2,7,6,六
3691,71,10,13,13,千
4017,10,7,14,14,万
14915,91,5,9,8,八
4490,53,1,14,14,万
916,91,6,10,9,九
975,97,5,10,9,九
875,88,5,10,9,九
12184,25,4,7,6,六
3842,85,2,13,13,千
2830,84,1,12,12,百
2899,9,9,12,12,百
2608,63,8,12,12,百
918,91,8,10,9,九
11200,27,1,6,5,五
2375,42,5,12,12,百
2427,47,7,12,12,百
9749,76,9,4,3,三
11624,65,4,6,5,五
3410,46,1,13,13,千
7604,63,4,2,1,一
4367,41,7,14,14,万
1768,78,8,11,10,十
8875,88,5,3,2,二
2507,54,7,12,12,百
4622,65,2,14,14,万
11149,21,9,6,5,五
2044,12,4,12,12,百
7099,17,9,2,1,一
8709,72,9,3,2,二
5928,92,8,15,15,亿
8571,60,10,3,2,二
4696,71,6,14,14,万
3590,62,1,13,13,千
3553,59,3,13,13,千
2983,98,3,12,12,百
6556,59,6,1,0,零
428,47,8,10,9,九
8311,37,10,3,2,二
3637,66,7,13,13,千
14849,85,9,9,8,八
11912,91,2,6,5,五
3114,19,4,13,13,千
4299,35,9,14,14,万
12763,78,3,7,6,六
11839,84,9,6,5,五
185,25,5,10,9,九
5258,31,8,15,15,亿
5732,75,2,15,15,亿
3596,62,6,13,13,千
14051,13,10,9,8,八
1733,75,3,11,10,十
12307,36,7,7,6,六
4467,50,7,14,14,万
4437,48,7,14,14,万
9528,56,8,4,3,三
13696,71,6,8,7,七
1910,91,1,11,10,十
863,87,3,10,9,九
435,48,5,10,9,九
1309,36,9,11,10,十
2905,90,5,12,12,百
8749,76,9,3,2,二
2056,13,6,12,12,百
12704,72,4,7,6,六
10176,24,6,5,4,四
12740,76,1,7,6,六
13983,98,3,8,7,七
10861,87,10,5,4,四
7650,68,1,2,1,一
14154,22,4,9,8,八
5724,74,4,15,15,亿
6179,24,9,1,0,零
6278,33,8,1,0,零
14852,86,2,9,8,八
8251,31,10,3,2,二
5720,74,1,15,15,亿
11985,98,5,6,5,五
1485,52,5,11,10,十
7639,66,9,2,1,一
2924,92,4,12,12,百
376,42,6,10,9,九
14216,28,6,9,8,八
11558,59,8,6,5,五
5725,74,5,15,15,亿
6753,77,3,1,0,零
13381,43,10,8,7,七
9996,99,6,4,3,三
4076,15,6,14,14,万
8630,66,1,3,2,二
6150,22,1,1,0,零
618,64,8,10,9,九
3116,19,6,13,13,千
2186,25,6,12,12,百
10012,10,2,5,4,四
12586,61,6,7,6,六
3453,5,3,13,13,千
6144,21,4,1,0,零
6303,36,3,1,0,零
6940,94,1,1,0,零
13772,79,2,8,7,七
2706,72,6,12,12,百
12566,6,6,7,6,六
9615,64,5,4,3,三
5083,16,3,15,15,亿
12299,35,9,7,6,六
8722,74,2,3,2,二
2570,60,1,12,12,百
6628,65,8,1,0,零
4921,92,10,14,14,万
12010,10,1,7,6,六
5841,85,10,15,15,亿
3326,38,6,13,13,千
7868,87,8,2,1,一
14351,40,10,9,8,八
1917,91,7,11,10,十
8987,98,7,3,2,二
3994,99,4,13,13,千
9469,50,9,4,3,三
10560,6,1,5,4,四
7785,8,5,2,1,一
4178,24,8,14,14,万
14430,48,1,9,8,八
9347,4,7,4,3,三
9805,81,5,4,3,三
6349,4,9,1,0,零
1714,73,4,11,10,十
9614,64,4,4,3,三
11261,32,10,6,5,五
7448,49,8,2,1,一
1517,55,7,11,10,十
5575,60,5,15,15,亿
9794,80,4,4,3,三
867,87,7,10,9,九
147,21,7,10,9,九
8531,57,10,3,2,二
10367,41,7,5,4,四
14602,63,2,9,8,八
4033,11,3,14,14,万
7711,73,10,2,1,一
7506,54,6,2,1,一
2059,13,9,12,12,百
14092,17,2,9,8,八
8555,59,5,3,2,二
12908,90,8,7,6,六
7442,49,2,2,1,一
1955,95,5,11,10,十
1116,19,6,11,10,十
8582,61,2,3,2,二
14326,38,6,9,8,八
8171,24,10,3,2,二
13723,74,3,8,7,七
11040,12,1,6,5,五
4232,3,2,14,14,万
6933,93,3,1,0,零
2797,80,7,12,12,百
5121,2,10,15,15,亿
8207,27,7,3,2,二
11588,61,8,6,5,五
14541,58,10,9,8,八
4945,94,5,14,14,万
12353,40,3,7,6,六
11010,10,1,6,5,五
766,78,6,10,9,九
1931,93,10,11,10,十
10920,92,1,5,4,四
13720,74,1,8,7,七
8078,15,8,3,2,二
896,9,6,10,9,九
864,87,4,10,9,九
5987,98,7,15,15,亿
10132,20,2,5,4,四
12025,100,5,7,6,六
14288,34,8,9,8,八
14238,3,8,9,8,八
2840,85,1,12,12,百
7980,98,1,2,1,一
8218,28,8,3,2,二
14120,2,1,9,8,八
10358,40,8,5,4,四
13125,2,5,8,7,七
8842,85,2,3,2,二
13296,35,6,8,7,七
1715,73,5,11,10,十
11377,42,7,6,5,五
7440,49,1,2,1,一
1362,41,2,11,10,十
11559,59,9,6,5,五
7104,18,4,2,1,一
13606,63,6,8,7,七
10809,81,9,5,4,四
7886,89,6,2,1,一
1249,30,9,11,10,十
9081,16,10,4,3,三
8012,10,2,3,2,二
8402,45,2,3,2,二
12478,51,8,7,6,六
14635,66,5,9,8,八
5824,83,4,15,15,亿
3171,24,10,13,13,千
8735,75,5,3,2,二
5493,53,3,15,15,亿
629,65,9,10,9,九
9518,55,8,4,3,三
2743,76,3,12,12,百
1571,60,10,11,10,十
1223,29,3,11,10,十
544,58,4,10,9,九
8799,80,9,3,2,二
8633,66,3,3,2,二
1936,93,6,11,10,十
5786,8,6,15,15,亿
10516,55,6,5,4,四
6061,14,10,1,0,零
4962,96,2,14,14,万
14840,85,1,9,8,八
5019,10,9,15,15,亿
10754,77,4,5,4,四
10611,64,10,5,4,四
2048,12,8,12,12,百
7681,70,10,2,1,一
12728,74,8,7,6,六
4508,54,8,14,14,万
11186,25,6,6,5,五
7876,88,6,2,1,一
7872,88,2,2,1,一
12497,53,7,7,6,六
12178,24,8,7,6,六
4805,81,5,14,14,万
8330,39,1,3,2,二
11093,17,3,6,5,五
6225,29,5,1,0,零
10851,86,10,5,4,四
13590,62,1,8,7,七
6871,88,10,1,0,零
525,56,5,10,9,九
8151,22,10,3,2,二
6157,22,7,1,0,零
8992,99,2,3,2,二
3402,45,2,13,13,千
7184,25,4,2,1,一
3723,74,3,13,13,千
9057,13,7,4,3,三
7562,6,2,2,1,一
4917,91,7,14,14,万
9816,82,6,4,3,三
6726,74,6,1,0,零
10902,90,2,5,4,四
14177,24,7,9,8,八
6065,14,5,1,0,零
74,15,4,10,9,九
1710,73,1,11,10,十
1986,98,6,11,10,十
12774,79,4,7,6,六
12925,92,5,7,6,六
12808,81,8,7,6,六
4807,81,7,14,14,万
10027,100,7,5,4,四
1037,11,7,11,10,十
3760,78,1,13,13,千
11703,72,3,6,5,五
12674,7,4,7,6,六
9565,6,5,4,3,三
8675,7,5,3,2,二
2389,43,9,12,12,百
2678,7,8,12,12,百
12190,26,1,7,6,六
7411,46,10,2,1,一
7472,51,2,2,1,一
7418,46,8,2,1,一
12157,22,7,7,6,六
1406,45,6,11,10,十
2448,49,8,12,12,百
11955,95,5,6,5,五
1774,79,4,11,10,十
13859,86,9,8,7,七
13081,16,10,8,7,七
14859,86,9,9,8,八
7944,94,4,2,1,一
8111,19,10,3,2,二
14383,43,3,9,8,八
1086,16,6,11,10,十
2404,45,4,12,12,百
2097,17,7,12,12,百
3571,60,10,13,13,千
9629,65,9,4,3,三
496,53,6,10,9,九
8262,32,2,3,2,二
1957,95,7,11,10,十
11061,14,10,6,5,五
7212,28,2,2,1,一
13167,23,7,8,7,七
4315,37,5,14,14,万
5,1,5,10,9,九
12499,53,9,7,6,六
3056,13,6,13,13,千
13340,4,1,8,7,七
5099,17,9,15,15,亿
1812,82,2,11,10,十
8233,3,3,3,2,二
10985,98,5,5,4,四
7353,40,3,2,1,一
14586,61,6,9,8,八
4216,28,6,14,14,万
3100,18,1,13,13,千
3611,64,10,13,13,千
13094,17,4,8,7,七
14512,55,2,9,8,八
5458,5,8,15,15,亿
11652,68,2,6,5,五
9188,25,8,4,3,三
14247,30,7,9,8,八
13270,33,1,8,7,七
2530,57,1,12,12,百
440,49,1,10,9,九
205,27,5,10,9,九
12775,79,5,7,6,六
9543,58,3,4,3,三
5040,12,1,15,15,亿
2549,58,9,12,12,百
472,51,2,10,9,九
6785,8,5,1,0,零
14377,42,7,9,8,八
11642,67,2,6,5,五
8193,26,3,3,2,二
3977,97,7,13,13,千
1318,37,8,11,10,十
10316,37,6,5,4,四
5889,89,9,15,15,亿
1763,78,3,11,10,十
1755,77,5,11,10,十
9688,70,8,4,3,三
14013,10,3,9,8,八
2218,28,8,12,12,百
13984,98,4,8,7,七
1661,69,10,11,10,十
2100,18,1,12,12,百
8562,6,2,3,2,二
10039,11,9,5,4,四
743,76,3,10,9,九
1815,82,5,11,10,十
2758,77,8,12,12,百
6357,40,7,1,0,零
14998,99,8,9,8,八
5140,21,1,15,15,亿
12873,88,3,7,6,六
13149,21,9,8,7,七
9757,77,7,4,3,三
6546,58,6,1,0,零
1888,89,8,11,10,十
8187,25,7,3,2,二
5159,22,9,15,15,亿
12789,8,9,7,6,六
4577,60,7,14,14,万
3000,1,1,13,13,千
14335,39,5,9,8,八
3953,95,3,13,13,千
4757,77,7,14,14,万
1112,19,2,11,10,十
6539,57,9,1,0,零
2480,52,1,12,12,百
9395,44,5,4,3,三
7274,33,4,2,1,一
4463,50,3,14,14,万
13275,33,5,8,7,七
12288,34,8,7,6,六
10510,55,1,5,4,四
4237,3,7,14,14,万
9175,24,5,4,3,三
5767,78,7,15,15,亿
2991,99,10,12,12,百
2501,54,10,12,12,百
5075,15,5,15,15,亿
420,47,1,10,9,九
156,22,6,10,9,九
7455,5,5,2,1,一
11555,59,5,6,5,五
3700,72,1,13,13,千
9785,8,5,4,3,三
13950,95,1,8,7,七
1127,2,7,11,10,十
13714,73,4,8,7,七
10596,62,6,5,4,四
1395,44,5,11,10,十
12133,20,3,7,6,六
14537,57,7,9,8,八
3928,92,8,13,13,千
1633,66,3,11,10,十
2237,3,7,12,12,百
11007,1,7,6,5,五
407,45,7,10,9,九
14837,84,7,9,8,八
10813,82,3,5,4,四
3315,37,5,13,13,千
11050,13,1,6,5,五
9473,51,3,4,3,三
7567,6,7,2,1,一
1314,37,4,11,10,十
1419,46,9,11,10,十
1538,57,8,11,10,十
11081,16,10,6,5,五
12836,84,6,7,6,六
9529,56,9,4,3,三
5086,16,6,15,15,亿
6228,29,8,1,0,零
1630,66,1,11,10,十
7721,74,10,2,1,一
12219,28,9,7,6,六
7815,82,5,2,1,一
5135,20,5,15,15,亿
12226,29,6,7,6,六
11942,94,2,6,5,五
12031,11,10,7,6,六
9134,20,4,4,3,三
6360,41,1,1,0,零
1547,58,7,11,10,十
2770,79,1,12,12,百
14245,30,5,9,8,八
14198,26,8,9,8,八
14058,13,8,9,8,八
9846,85,6,4,3,三
10380,43,1,5,4,四
1808,81,8,11,10,十
3160,23,1,13,13,千
11114,19,4,6,5,五
1159,22,9,11,10,十
14739,75,9,9,8,八
8455,5,5,3,2,二
10544,58,4,5,4,四
3787,8,7,13,13,千
14801,81,10,9,8,八
9897,9,7,4,3,三
9581,61,10,4,3,三
8081,16,10,3,2,二
12098,17,8,7,6,六
8471,51,10,3,2,二
1675,7,5,11,10,十
4060,14,1,14,14,万
10330,39,1,5,4,四
5929,92,9,15,15,亿
11661,69,10,6,5,五
3152,22,2,13,13,千
6261,32,10,1,0,零
5267,32,7,15,15,亿
283,34,3,10,9,九
1013,10,3,11,10,十
1388,43,8,11,10,十
14639,66,9,9,8,八
4130,20,1,14,14,万
6133,20,3,1,0,零
